sessionid,refunded,amount
47a56de3-d4cf-48a1-b3d9-54dd82fe33c3,False,125
a5c23e97-7ef7-4fb3-8a90-48905b1e8bb4,False,80
427706dd-3997-4707-ad57-1c4dd3dd4c22,False,57
fafc4603-6e39-4f1c-bd3b-c7d01b7aa05b,False,58
5ef1ea78-0382-4a9f-842a-e5b6a6e8ed5b,False,128
7980f886-04e5-46d3-b9d4-1fc397a2fa5e,False,124
863e397b-7483-4e39-a708-ada43a161ea6,False,138
ea6b411d-97f6-4898-8843-9d1ca8701507,False,133
ab4b308a-913c-479f-bcce-eaf85da98a9e,False,91
48c94f3b-f5bb-4b19-8045-0bda08f79e11,False,144
200c97b9-47ca-4a7d-a6a4-9fd4358d87d9,False,90
706c604f-fd3d-4ff2-9b56-734aeaef9a3e,False,57
25ccf018-63d6-4225-b9d2-4d55febdb06a,False,150
127a32a6-ec31-4a72-83aa-b271d18184f5,False,134
b38566b3-f5b2-485f-9c4e-51727f4bc104,False,136
7e3dffdf-dbf1-4c38-8ea5-4d7ea57dab14,False,145
47017cb8-30e6-41e2-b84b-ef82ca3bde3e,False,67
9ca5c64a-e29a-479d-9a3c-93eb9cbbe6b4,False,69
85a34a65-9ef3-4064-94e8-ad580aa2f7ca,False,57
699ad462-7d1f-4b1e-9c32-feacc16cb7db,False,132
6752671f-5a62-4caa-9c8c-a9045fff003e,False,121
ec4401c2-46c3-4d11-b23c-fec487acf707,False,81
e5d582ee-4684-44f7-86a2-9f744085c307,False,128
56928d10-2edf-4015-9028-44ce7f0522c9,False,123
35a215ee-981a-4029-a9e8-eed2263ffce5,False,118
86293a9c-7fdd-470e-9a53-b17c9729937c,False,101
3c71becb-022c-49fa-aa3c-47d3aefbc5e3,False,50
86fb8cbe-6718-44cd-994d-a905d44f61b1,False,70
67fbd7bc-fade-411e-9762-84be555397a1,False,78
8e8a1b33-4ac8-4a7e-98a5-8a844b0ddfc7,False,130
0e957b5e-7108-4dd6-a189-cb76f8a463cb,False,68
9bcc265a-262a-4dbd-a146-2f65639d9fac,False,149
e1634ece-558c-4e08-bb5b-5f5574f88e6e,False,119
50c16908-8635-435d-8bd4-36e7c6a5ab48,False,96
122b2b8f-854c-4be1-b610-4063045ca984,False,111
bf2e79a5-ba6d-4ae1-9a62-a552b2c47571,False,69
a3823252-b9a4-48a4-9c16-c895ffe1ad40,False,61
55a94415-ef7c-465d-aa26-09b0e5a002ca,False,60
ab2b1ca0-1166-4378-9cb0-522e0fe0690d,False,87
f0883045-a493-4e52-86f8-5e12ec6ca42d,False,79
1e232cbb-237b-46f9-ad00-4b7f80c547ea,False,50
47004cc2-b3f9-4d70-9ed0-609cc2867a6b,True,64
8c00648c-130f-4a72-b01d-6a1533358e33,False,62
57635e2d-24eb-4f77-a00b-f06076683f9e,False,60
c3e27bb4-9af1-4f03-a56a-a0710ab9f826,False,135
97c55701-7337-42e2-bf10-e8c55ec512f8,False,89
cbb5ed1c-20d1-4b87-9a2e-dd04262c4baa,False,90
3d5d1423-9b71-4d28-82c5-d6d9e8d9936b,False,115
ed2f5034-fb07-4e66-a021-1bb6f685f6e1,False,122
2393aacb-78a6-4bba-8ba7-30b4e3e2de61,False,96
64863196-dda8-44f9-b5d6-60a3c07c1f9c,False,93
414293c7-e139-488d-a62e-bdad4344f7c4,False,133
a8a8f2cc-faa5-40a9-87c3-9d897034ce4d,False,125
ae105c80-57f9-450b-b39d-94957fc08353,False,110
3113ce64-7cf4-4ab7-a8f3-0931d628c540,True,78
98cc9936-67c8-45c5-b15d-31f34c4ec5da,False,141
43f0848a-49ec-4388-ade9-a730fa8d2e60,False,123
4792d4d4-2fb3-4889-aecb-2f11aa15dde3,False,86
c73edbe8-ef99-41dd-8f92-234ebbf56eb8,True,127
2e3ef164-a202-4fbf-9868-71b2e999917a,False,51
44b4425e-e2c6-46b4-86aa-4ea619a7ab46,False,147
0bcfd8c4-d87f-4530-afe2-9f346476b8e5,False,100
cef0f6d1-a9bc-4204-8e1c-5ed588b39716,False,91
ed7d7e7b-b60f-4fb0-9de4-451b761c0489,False,102
416acaf3-8acf-49b6-876f-57556b9911d9,False,82
7963d0a9-daa8-448c-b20e-bc076da105a6,False,123
38869bd2-174f-40d3-806a-e89ec6ebdc65,False,63
2d6863b7-7101-4cc2-90f5-4dfd0750adf5,False,59
712e48fe-359b-4463-8f11-eaae37bac0d3,True,121
a77510d6-3f57-4148-b888-4ceb56834c31,True,56
29e8a5e8-f9ca-4772-925b-5634b4aa5f12,False,117
46dfcb8d-5a71-4a04-9d18-45059819722a,True,84
5799cfff-df11-4e47-b807-9c05e7d3dc64,False,100
97c13924-4892-4697-b94a-914b34caa673,False,59
47da9224-c591-4139-8816-744c7a27feb6,False,131
dffa655f-01f1-471d-9f95-b7dba3c68e49,True,61
2d6f19d2-3fb3-496b-a06d-bc7bdb709449,False,134
bc77e1f2-3b75-4cb7-ac85-02031ac3a227,False,91
b39ed99d-69ce-4a9c-af83-81d6abf08279,False,108
54c22ac0-8d2c-446c-b451-073f08e79e02,False,131
85ad4e30-a9ee-4890-ac18-9d3a6124e990,False,104
1dfb82be-ea9c-4e5c-9ac9-c757623cee97,False,58
7bac4d32-2c8f-41eb-b676-773dfd2679cd,False,104
c9c0b1b3-c0a7-4650-98c1-7882f6d54153,False,64
5f5ed808-66bb-48c4-966d-ca71fba6ade7,False,74
e86e96c2-d0b9-4322-9672-b12fe88e896e,False,73
01558402-9829-4dda-943d-eb0e13dce3e3,False,113
e6df2b33-3f20-4190-9af0-b0867cbb9113,False,54
0bb7dd22-1aa3-45ac-b07b-e68e38457bdf,False,105
3a3c562d-a787-4970-ba55-37128c9da7eb,False,102
a610558d-825f-4174-be98-1c5fb38cd006,False,150
6d8c5e0c-f2aa-4292-b2be-4f5f1910493a,False,142
7db158f2-3899-4932-9d99-f03c6bb21e19,False,137
f89298cc-14c0-42c3-8734-59586e4e2f6f,False,138
d76fe638-2f55-4d5d-ad1a-3396dad014da,False,99
7bb3a7ae-dd18-42cf-87c7-3985280894ec,True,76
9c290d37-fc1f-4b89-95b8-81def49ce4aa,False,138
5d80eee7-0565-465b-aeed-0e7b398658b8,True,138
aa74d6a2-abb7-4bf1-89ae-2007ce3302ce,False,56
1bf48b53-cc6b-4076-95d2-8bd218069893,False,139
5cd73478-49fd-4af7-bedd-de2ec17cb333,False,78
1cfe476b-08cd-4df9-b72d-1bd8b51dd66e,False,79
5d5e0be3-0d15-41da-a91b-348a42a26e86,False,108
a5aa9f91-ecd2-4b91-a115-22c43fe42f23,False,63
fd64b583-f434-4b2e-bfb9-9a8230b43171,False,147
b304a8c8-fbfa-4be8-9e59-ffcdef4ea9d4,False,97
b63e49ba-bc47-4486-81f2-5507d84764cd,False,91
bf15a686-6413-405c-80f8-5b467c915b38,False,139
9b28f425-0a4a-47ab-bc4e-3669e96ad2f5,False,140
778328fb-2860-4214-9778-a2696d15aa69,False,85
fabc80d7-421f-41ad-b2cc-b479c53c1c53,False,54
bce9a9c9-2f0f-4816-8edb-cddd86671c1c,False,143
8a25c265-5d09-4870-beb6-a52a0481e370,False,72
eaa7d7cd-248f-4d2f-a14d-abb759cdf19e,False,69
853d1222-97c7-4c34-a679-9abd3df79940,False,110
6e2e5b7f-42df-4f16-8562-0b228732891b,False,78
e1c8158f-daf3-4f5f-9657-30fdfcc554e5,False,150
abcda1f5-a5f2-4a8b-8e75-2430a7d692b9,True,114
a1e8040a-6193-4e2d-800f-7ec5fe7ae82c,False,63
1938b7d5-81a8-482d-8865-d2ff3affb5f7,False,66
261311eb-878d-46fb-97a1-e9df9144af8a,False,134
37343766-c24c-40a2-b3fd-31fe1f10183a,False,59
794f74ca-a4c4-4cf2-a9ce-3f632d523ebf,False,95
57786792-eb56-4e91-ad2a-d16f5211f258,False,93
780fba3c-430d-4e2e-a582-d9c1e6c914f9,False,105
80badd7c-cd23-40bd-8939-c38d1d71eafc,False,149
cdb1ebaf-f1e8-4594-a0fe-dfd1c5ea0ffe,False,52
a05fad43-514d-4125-b8da-b127f44eb7f4,False,137
3a066338-efb6-4730-a8f8-bdb206ccd983,True,139
5b647238-a319-4596-8a3d-b4dfb91bfc64,False,87
bd10d7f0-cd44-4aaa-b9b8-041da2c30e9e,False,93
07df2f87-3574-4e23-8e2a-6e8fe050ea26,False,110
0add7055-c6be-45af-9381-c7afed4f291f,False,58
118ef398-163d-4e66-8bfb-52c1ca1c1f17,False,96
7c43cd92-48e2-4a1b-aa0e-00ff1f8c19ae,False,124
422e9803-1e6a-48bf-a1b5-3e201f8bf4b9,False,86
cd2d1c67-fc02-4f4b-8745-3bbc22eaf44a,False,150
7328c0f0-5d14-41fe-bbc9-8a914293fb18,False,110
b1919469-21af-49d9-9f8c-1bc3bd278dbc,True,51
818ac01c-8b31-482e-a36f-c5abbe709b23,False,78
d280c370-66a8-47c1-8a11-66787ef2331a,False,88
34e4f29f-b920-42e5-b761-bc655d06efc5,False,80
19355914-6812-45e8-a5c0-0d5a91c28917,False,109
0779d263-f607-4862-a4f2-fd8347ec8d20,False,60
9bab3a91-9547-4857-8117-32625cca08fe,False,124
d8d24fc8-576c-44ca-8d13-708fad475659,False,97
62ff59a6-a91e-42c4-befb-26cd893c0973,False,90
bc981337-3f82-423a-9150-713ec3a8d00e,False,148
1bf9b09a-7a76-4466-a24a-fcb614ff01d0,False,51
b4be49ca-ed51-4ca9-b217-bf8fd3544cd7,False,120
ddd8f7fb-25e1-4ba3-9f25-1e8e5ce423cc,False,63
6d36d6b7-c07c-4268-8e09-23e2cdb21e71,False,69
152bcc0c-49e0-49ab-a9a5-0dac0cfc3ce6,False,117
e5ac007d-aece-47f8-8080-c0cb71eae291,False,123
2120310d-7c39-4e1f-95a4-70677fcb52ef,True,85
8d33cc92-ea92-47f0-9b30-64504cef493f,False,134
361be852-baf2-4194-aac1-cc5e4006014c,False,131
5cb11878-b756-4a62-af23-d98e916f1c46,False,68
4ce3c34d-f5be-4357-9a5a-b3a13f3b3b01,False,144
3a39c7d8-036d-4dbc-a041-bdcbed122fa2,False,133
50e02f06-f54d-456b-b045-530f57537bc1,False,127
0a5cedfc-90af-44ed-852b-db7a1479d170,False,53
6f652ee7-0a41-44f7-9a65-85ccad2aa43e,False,124
de0ced9d-6298-4253-a6b5-7254eb1e24e6,False,69
1062f644-b2c3-41f2-905c-988aa07e554f,False,139
1a98505b-c37c-49c9-95e8-bb9e15dd83d9,False,127
f578a572-4ccd-42b5-9acf-b5123c1c84e4,False,50
24c69ef6-d123-40df-ab37-a6d80b95d9ab,False,132
8cdf55c1-f7ed-4bdb-ae12-b2731bc15ae1,False,120
2590092b-35a4-45eb-84e1-3a68885600ce,False,127
bb3471be-f703-4b65-92cd-6db682699bef,False,100
d735d42b-0a8e-4cc5-afb0-2b05f5319f82,False,94
927f7196-451e-4548-8a34-facf8ef1601e,False,117
96475e86-539c-4c4b-ac56-4fd2c26a108c,False,98
ef56dc05-bbd1-40cc-acea-439b53987c30,True,69
b7cf054b-8003-4a69-8bf7-2c310f8f2bb7,False,75
f9c0784b-80e8-41b8-a5ab-afeecc6d4291,False,101
da484f91-e259-4132-8cd5-aad631a4d710,False,91
207a3a57-f1a1-45d7-b680-f1f7484bdfae,False,80
636b9799-9573-44ae-b4c6-69efa861c793,False,145
def50cda-f73f-447b-957f-75cf8eb11e2e,False,107
a6592bf2-7b4c-4e0b-bd55-d106c63a33fb,False,82
fd7f82c3-30d9-4be3-9ba9-37662cef910e,False,130
89670c73-26eb-4414-a41f-38b5d3ddc024,True,121
b9136454-eb45-49a8-acf1-9cbd1fa54f35,False,82
2f60baba-16c5-44da-b7e1-1f8bbba7c57c,False,67
8b629de4-1406-4494-aeba-4a0ae5ce1f86,False,97
525fbaf7-4ab3-4e88-9db4-63a15438b326,False,116
e1ba1f12-fa76-44fa-a8cf-e04c1e2a4ee9,False,103
9a051037-f99e-4b62-b819-0e66f442b1d5,False,72
dc12c857-4705-470d-82a4-8faabc346245,False,50
7c59742c-e393-45f9-a0bd-89158f1ddacc,False,70
df4bd187-5831-4e96-9892-ca4099747706,False,139
e723559b-4830-493c-8d3f-e87347366b61,False,83
c6951d15-4c17-46c1-8850-edca9a6e0819,False,131
d10d4977-9142-41e4-a5f2-dc68fcf326b8,False,125
e2ca8eac-0252-4d4a-92dc-7672b5e8abe8,False,123
4d42ba51-887b-4f4c-959c-36549efa6158,False,92
9f7deaca-d163-481f-bfa7-da1376e169a6,False,139
1b578cfc-033f-4387-b131-6701bdf40531,False,86
9b03172b-802d-4ba4-945d-a7b18467f3bb,False,86
2d240cbe-0d73-44fe-b030-d24376bac50b,False,67
8ff32a86-8b6f-427d-9be4-6bc8fdfb1ad2,False,87
05987688-570e-43f3-bab1-071cd4b4f22b,False,70
153af5f9-6a6c-488f-8a44-189a138526d5,False,135
98314c82-189a-4575-8756-2b6f86dc4900,False,132
cdc61f2e-ed6e-4eb5-b785-c27e3ff5541d,False,125
710bd917-c6b2-4b8b-93a5-99964da5dd10,False,56
c1dc4f6f-0b9f-414d-aee1-2988b9bc80f0,False,102
77e2b1cf-b080-4c00-ac16-3e4faea29077,True,79
f57c44d8-aa81-41b2-9ff2-3eaa69c4b7dc,False,61
996c2349-c84f-4fa2-8f2f-8a79dbebbaff,False,145
567ce5a3-2458-4bc0-a378-6c941df77e73,False,150
756da42f-f12b-4eba-802c-d222a9a19cb0,False,90
04a052e2-78eb-431e-ba13-075c140b89c0,False,144
9d8bebaa-31ca-4aca-b760-915c226cfdac,False,86
f7861b6e-5732-445f-b5cf-8c4c23bc006c,False,124
edb8dfe8-6c2f-436c-b238-99d7db539a46,False,91
2c0d8402-17e4-4f2b-8d80-153f98d4efa4,False,147
cd7c1c52-3070-442b-b1e5-c0b66ed6cb70,False,106
1d3e238a-dd1e-4904-bee9-5bef32c05ead,False,67
6e21f767-019c-42a4-a044-d3fc6dc82328,False,125
ea665ca1-e672-4d7c-bfbb-c64de6f9d97c,False,78
27b7b340-ac8b-4c0f-9843-423552f9a3a1,False,99
f5a357c7-e18c-4065-baea-30fc7d5c439e,False,119
f06b1628-e999-499d-86d6-e17f4936d2a6,False,66
ae2868bc-989a-4fb2-83fe-4b5059b69741,False,139
447fa018-4a33-4896-baa3-045482943c01,False,114
08db60fe-3c5e-42a7-9a97-9b99a05d3e06,False,89
0324db13-8d6c-40c0-8c90-ac110dc44b08,False,115
96b195f2-bbd1-4016-9a74-2af1dee5a7af,True,132
376dd552-23fd-4354-be1a-419034db0d68,False,77
cbe33d73-d91b-43d6-b859-1896992906c1,False,87
d88b43fa-525b-4e93-84bb-08ab5b2f53c9,False,116
b51c19ab-454f-479d-8522-237d94989616,False,133
69599a4e-2735-48a1-8cdd-85d6df98eaba,False,101
ec4bea93-6bc4-4536-902d-58281af7f290,False,130
cd5551fd-2005-4a80-a52d-87e712253bbe,False,85
efd178ea-823b-4e97-b0b3-30718cc62764,False,120
53179cf6-0542-45bd-bf28-d32a1fdb1863,False,94
46df61cd-2830-45be-ab65-90c2488e3d01,False,145
b67605b1-4bcf-47ec-bdec-f0fce504bfe2,True,69
71557e8b-69a9-498e-847d-7516ddc2b946,False,131
8f4f66d4-772a-4b17-af7f-57ba530dd79e,False,122
68d7d220-d962-4db2-b121-a275fe53fd68,False,71
ac585693-7d1c-4b15-a919-d0bb7af3dbad,False,139
081b81df-1de4-45ae-8678-bd104b88417e,False,104
ca4387d9-02d9-4d9c-8644-4ec53927b59f,False,93
b417d1d4-8e56-41c2-9d8e-31675e9d2f09,False,117
8e8d00a1-6858-467d-9d20-5e8933eb3fad,True,113
b449e01c-3de3-4d08-911e-2c674360766a,False,52
87b98331-45bb-4a33-9087-bbf3f07ce19c,False,59
dd76d790-7d9d-4950-be5a-ebdfcbbae027,False,72
d0280d0f-6624-445b-9f2c-18829461217b,False,77
e46f5517-e55f-4b3c-81a1-c776a1905bcd,False,74
f24fefb6-2d5c-44fd-8807-0095b95f3321,False,77
0a9aedd8-a236-40eb-8a28-f095694db662,False,102
2a262f92-8e4f-4f62-b7b9-67761fdc25df,False,83
f596d6c6-8afa-427c-8067-cf3468374927,False,59
44f45f35-23d2-42ff-a403-7e3824e37fa5,False,66
bae5a170-3766-4fb8-999b-04b898fb598d,False,142
5001c091-95db-481f-a336-1c9ace56028a,False,145
3bf8a9a4-9174-4d25-ba64-b6465cf3c7d8,False,54
ea632cd6-8eff-48c0-abf6-052e6eb107a1,False,102
8638e511-71f5-4cd8-8c5b-e93f7723fc4d,False,98
ebc14199-8561-4ff1-a4ce-b63336e07b4a,False,75
31d2f6c1-1ae2-494b-b324-21cff7affdd9,False,93
8700c681-d995-4398-a270-5a308f7d09d4,False,142
5d588e01-808d-496e-b869-5488b1fcead3,False,60
1bb07144-931a-4254-bef1-ffd56670d8d5,False,52
66b6d4b2-4beb-41b3-8b98-92e067e752c7,False,150
eb52a99c-1ca6-4528-bd61-a31b58aedabc,False,81
3a522df0-9889-420b-8592-e7a7c24f1f5a,False,79
df595321-0e72-4acb-8b8a-fa326ece3150,False,139
f9e8019b-0fbf-485b-97be-8d85fb47c153,False,92
51ef6269-da88-4b3d-9f72-6247c148edc3,False,105
5ba314b3-df9d-48db-929c-21198869c139,False,116
4e3a994f-0674-4418-871f-8bcd032c3dd6,False,81
275a3bef-4e85-40fd-8c13-9d5940974f99,False,148
7d0d6741-c3d8-4f6e-82e1-2ba1ad3ffc57,True,143
89c7448a-ae76-4d43-895e-beb2abd25aaa,False,91
ce93d81c-48a2-47b4-9647-cbe479c853ce,False,126
2a61f28d-6e71-48c9-8472-d32040e38632,False,134
6615de36-5add-4ce2-a1e1-dc6475317492,False,111
50ea4027-ec0a-4fa8-b9be-92ca016ceb69,False,111
9dc85e13-115e-4bd3-8d09-bd12edb95085,False,81
8873202c-b4f2-47d0-aff8-7dc6371b54ea,False,71
225e7a60-5676-4aeb-9663-05f2220efefa,False,53
5d4ac440-5249-4bba-abe5-c71e1292e916,False,74
1ea926df-5030-4cd1-8e76-53959b1a982b,False,55
4f4b6927-995d-4d45-9cbb-87a606db02b4,False,59
f6ec5ec0-04d8-4c66-bc3b-dc1f0107df09,False,55
ee71e237-a1a5-4008-a8e1-f8e0e4b38b81,False,122
8dda178d-3b0e-44a2-92ba-9d1bde18a1c3,False,96
4b27c916-876b-4db7-82ac-8c07c8463090,True,52
823bef95-8409-4940-aa1d-7600ab3f773e,False,102
98e31139-0335-4e81-a989-9603f62b5b27,False,147
2befedd6-db7f-4c84-911f-4f553f2a5f40,False,86
6c9d1398-5135-419b-bec9-fc8958d55063,False,141
5f7cc12b-8cbe-4dbc-ac0b-f86367164d58,False,73
46bc2858-fbf7-4350-9c80-59be729b76f0,False,145
c9ab7478-f554-4e21-b758-bb3e65945995,False,103
3dc0048e-9d15-4003-afa2-cd47f4e1fc9c,False,103
6b4d9f91-7ed7-4133-a413-50b103dc6068,False,138
1833edb2-4229-4dab-92ec-10ab3e1429f6,False,56
9d2ae303-98ea-4c6d-a4bd-517a767c1ec2,False,98
83071b32-7719-42a1-b288-7dee97e5cfaf,False,140
3c817b9f-6ec8-49ed-b2bb-cec4c219a801,False,120
cbe691b2-888e-4184-8da5-9692488d08ed,False,55
db5f9bfb-05f7-477e-b738-880369435227,False,73
68fd28d6-d693-459d-a127-dacc0819b213,False,63
1e2b6dca-ee60-4bfb-bedf-60f53d1ab130,False,89
08e1e06c-d7e8-421d-824c-6aadfa2b84ec,False,100
736479c9-435a-4d85-8091-e97737879ccf,False,127
d13b4149-ce6b-4b84-8926-2d7ebd10148c,False,142
4d27e573-16bd-4d9e-9575-a65b48cf4a0d,False,60
0f23ca11-71f9-4b1c-a385-9cfab900c272,False,76
8899d70a-963b-406f-9177-fc36e51b87ea,False,121
ffccdb61-fa05-4f1c-9c17-78fd0951aa0b,False,72
57e8c406-3a97-49a5-bc58-ef01885ef6a2,False,69
c4f2ba62-ec1f-4c97-b11e-73934482be37,False,98
6f855ed4-aa8c-4278-a075-4f938a40ce65,False,131
36b77e1c-dc7a-4d4d-be10-840146235994,False,143
e9060b61-d346-4b2b-b5ad-fe871059f55e,False,123
e65d0112-ef49-461e-8d68-84ab60a0cd01,False,97
cd019eaa-a907-4614-8e6d-c42315a466e8,False,115
8efdf0cc-33ba-4c2c-af41-6b1b7c3ba514,False,111
5bc2fe29-cdb9-4a6b-983d-60ec8d0db5f7,False,143
6f467910-c47a-432f-9e54-8add07d9e9dd,False,133
216b6056-45f5-476a-bb64-862b688c6319,True,109
d8aa9083-304d-4843-be30-3c38d1c05768,True,74
7c2fe2ad-891a-4cb5-a230-091df7131e15,False,73
35377f97-f5a9-42a1-b359-e8f229b3340c,False,148
75401f3d-e89a-484a-89fd-8013dce8112c,False,83
59f7e0a0-b305-4a66-8539-83ee947faa5e,False,69
9a336800-04a8-40d8-ab9b-ec304e1ab958,False,118
2c0c7edb-b38e-4f6f-bdaa-f20a1463f254,False,109
9af50e37-6c90-400d-a94b-fd4d5d7914b0,False,109
16b270ba-c2f1-4cd2-9e43-935e3c874c81,False,70
5f20dc2d-2b32-42e6-96ec-b908f8f5d1ed,False,56
2bfd0d68-ee80-4f2c-a027-28894892266f,False,96
17d1ce38-8484-4374-bff1-7278e6078649,False,150
2d29ff6a-a262-43a2-ae5f-021834b16afd,False,129
06e8b4a0-dff9-45d4-b83a-754ba25153e2,False,79
53f2e3af-9d9e-4305-9786-23e5ff049877,False,74
3ece7e5c-1df4-4828-aa8d-380240532d85,False,76
aab2df38-e089-449b-9db1-88c8dd1d4b3d,False,142
5faac715-6c99-4024-a04a-4ffd0a6243a9,False,117
cc75caf5-eef2-41e5-aa20-3f38fdc9b1a2,False,134
27243060-ec9c-48d3-864b-63f578fcb685,False,109
3b9146e1-24b4-4e2a-b448-69578270665e,False,137
1466d325-e499-4298-bdee-a094282ef6fc,False,119
15dc169d-623f-44d2-a413-7dd2939c997b,False,110
f6750661-6d7a-4502-9bdc-28a3d0d1deee,True,87
7c4b7ba9-d527-4e2b-a58d-03a19be956a5,False,111
f3a854fe-49c6-4bfb-8a7b-93314c5b7e5a,True,65
ccdb5042-f1ee-48bd-bd78-3156d6423bf5,False,81
fc7d57b4-992d-451c-8167-d779a26a3fcc,False,92
d1227af5-7a9d-4d0e-a9f7-9e30e22cba16,False,76
b3efdeec-0012-44b3-bce6-225971326679,False,53
f8e4b765-bd84-409e-9e91-08a845761a99,False,77
cd4862c3-c63d-4045-9144-352f1a98ecea,False,93
b44669af-d735-456f-8c51-36aec56bd23b,False,140
e0576e40-c475-4fd8-8778-62e78989be29,False,125
3354601d-2f64-4221-9981-d2061ead3cfd,False,69
aa2051bc-456a-4ed9-8ca1-0a0ae9767ad6,False,72
5450e95e-8fe4-40ec-977a-0dd93fe13ddd,False,138
8a62e5df-4624-463e-9ccb-9d34fe048450,False,119
f9cb3e42-87df-4376-b36a-413497d25267,False,99
94bcdb45-89a8-453e-b66f-acb70aa63521,False,90
743f9468-2805-498e-84a9-8eb128ce0ee3,False,134
f498281d-766d-4d52-bebd-a44b9e7cfea3,False,114
67262c49-ee85-4bdd-bdcb-2a9e177fa3ea,False,116
a510f20e-8544-4563-aaa7-69850a1b0520,False,82
baf80c0c-cd75-4365-86be-6b93b7aa1574,False,67
c0b29a72-2609-4d45-a808-8eea624f6064,False,150
11530574-3f48-427e-84b7-2613cb9ef279,True,112
77cdd371-1805-4c1a-8d47-76fb3be86481,True,66
72a9c812-2340-4db0-8a50-fd49000ca003,False,91
4dd16bb8-7682-4072-809c-0883489a13a7,False,136
813a6abd-7f39-4558-afbe-0e7c244137d9,False,114
5e700640-252d-48cc-85e6-56ebb918387f,False,122
26becc68-6989-4b81-8503-0b54d0db4d30,False,147
0c616cb2-a182-42f2-8fe6-e6a29bf5dc35,False,63
6e7b64c0-af0e-45b9-8fd7-3e795c4c3c30,False,93
213094c9-0c7f-4414-8087-ef913433b744,False,149
a51f8982-5399-464d-b313-4ad852c6e546,False,62
0937fca1-112c-48d6-8889-8beb58d6f320,False,133
959676a5-5837-4324-837b-50cef92daf28,False,88
c21a0927-350a-4f20-8ed8-cac34771b81b,False,97
917d8b1a-9270-4031-ac92-1b1d144fb711,False,136
25fca502-c9aa-44d9-be4b-afa12b8427e2,False,96
e7775b37-7160-4c99-ad06-9a8dd1f101e9,False,76
2d19af54-492b-46fe-bc4c-f1098988bf4f,False,64
422b795f-a18f-4f72-b77f-e632c11cc257,False,56
8f1d6be7-914f-42ba-87e9-7d2beaa2cb5f,False,93
d620749b-9252-4359-8e2c-c9dd17e22795,False,51
a4718b84-70a5-47ba-a476-91736b36d71d,False,65
74099907-69f1-4324-b73f-cdb3367cc0fb,True,71
a422c19f-6269-4fa6-9a13-bfed90b52ce0,False,84
90951afe-2884-48e0-99e2-963530353cdd,False,138
e6da61f5-2355-44db-bf01-900a08c77302,False,69
025ddad9-51d0-4515-8087-205d8b1cdc3b,False,147
6e17e15b-f5c3-4802-89bc-8407ece6a3c8,False,148
42b0f6a8-dff2-4936-8c65-f42d11ff8694,False,84
6e03c25b-1df6-47f9-9ab6-7496ea0da459,False,90
018e206c-c812-4ae2-b6ce-2d9691ad4a3e,False,75
f8b79599-babb-43b9-bb93-82539d38226c,False,74
b0b77a7a-b4f8-4a8a-9746-37136be01e77,False,126
693cb653-89db-4610-9505-c35a192eb41d,False,104
10580d72-70e1-4155-b311-1e7e979cac76,False,138
dbdff0a1-900f-454f-8f4b-04d9c34fcbdc,False,62
de90ec10-8034-461d-8c03-7246d61dae40,False,97
19b78403-cfc9-450c-8f97-da673119731b,False,71
98e1433d-c692-4e31-bf60-ee2ca31518b5,False,106
2f0eb741-8a3a-41f7-8b62-0ae33151b68b,False,51
16256732-b73e-4489-a063-85520746042e,False,116
276bee77-321c-4973-8d15-203d4ed89aa0,False,83
2899fdcd-07d9-475b-a6c6-1721f7d5d906,False,53
d8bf5ca9-ff40-4726-97ef-5582b6d32997,False,60
cd31a720-22cc-4c9b-a7a5-db911491a62d,False,67
83273acf-db5f-42a6-a3ba-54a7b04f5790,False,76
fc3ae6fa-f429-4996-97b4-7fed8dd70aef,False,132
6df84b48-a830-4897-a5ec-f92365e34ef8,False,124
47bf4f98-16f4-45af-8979-6def7004303e,False,79
4d342d8f-84a2-436d-bda9-b5e55cc070b7,False,93
e751befa-a8c0-4aaf-b2be-ff15247f5adb,False,102
a227e6f8-e04b-43a4-aecf-8dda82067397,False,56
a8bd93f8-d9ff-4310-a7a6-fcdfe7c9cb4b,False,137
5098b917-3170-45fe-a53d-baba03b24242,False,78
1a9ad375-f2b0-4438-8bec-6c4ea1478af7,False,100
8c745742-e9b0-4aff-adb0-7cfd600192d9,False,102
316f065c-465e-4c2d-bc2b-16e2f2761f03,False,75
b4c9033e-1b7f-4100-beec-bad82d1b7263,False,139
9d18d3d6-112a-4f9c-b9b6-31d5e1719094,False,121
dfbb35ec-4a99-4356-8e2f-cccc97beee2d,False,106
157e2731-353e-4977-9716-5a6ec84ef1f5,False,64
6de0261b-9fcd-465a-b96e-470d8d2caa44,False,135
a2b4289f-bbb7-4e6f-9cdc-1fae7137c34c,False,71
af3cab95-b97d-4160-a59a-d419aff6de4c,True,66
ab8f04d3-c013-4df1-9435-96aaf80b66a1,False,87
9bdc1aff-75ab-4636-806e-926147c71e93,True,143
7185f2ae-fc7e-46b0-ad02-6b3c44a8301d,False,130
58c6f4f8-27cc-49e5-8bcc-46a14fe4c3b1,True,87
3d2213b6-7f50-42bc-89ce-e4abcd481d13,False,93
3223bd99-f9b8-488b-ba78-7d7453a41788,False,61
e46c24f3-ab86-413e-a671-868db4167a16,False,148
8c8d5d29-ee42-4b4a-a9b8-24d236711e1d,False,92
6e35329e-49fc-47c6-9e6e-8c88be521e0c,False,122
